""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CD52"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD52"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CGGBP1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CGGBP1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CWF19L2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CWF19L2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RAMAC"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAM103A1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"GART"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GART"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"GGPS1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GGPS1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"HLTF"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HLTF"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"IPO11"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"IPO11"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"KBTBD8"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"KBTBD8"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"LARP4"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LARP4"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MEF2C"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MEF2C"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MRPL50"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MRPL50"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BLOC1S5"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MUTED"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"NCOA3"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NCOA3"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PPAT"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PPAT"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RNGTT"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RNGTT"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RSBN1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RSBN1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SAMD9"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SAMD9"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SIRT1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SIRT1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SNRPG"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SNRPG"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"UBASH3B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"STS-1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TOMM70"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TOMM70A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"USP1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"USP1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"VPS37A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VPS37A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ZNF816"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF816A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ZNF845"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF845"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ARHGAP24"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ARHGAP24"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BCL11A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BCL11A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"C5orf15"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C5orf15"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MOSPD2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MOSPD2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MTMR10"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MTMR10"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PAK2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PAK2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PJA2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PJA2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SCYL2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SCYL2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
