""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GZMH"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GZMH"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GZMK"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GZMK"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GZMM"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GZMM"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"HADH"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"HADH"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"HINT1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"HINT1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"HSPA4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"HSPA4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"HUNK"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"HUNK"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"HYAL2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"HYAL2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ICAM3"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ICAM3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IGHG1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IGHG1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IGKC"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IGKC"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IGL"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IGL"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IGLL1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IGLL1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL11RA"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL11RA"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL16"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL16"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL18"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL18"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL18R1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL18R1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL18RAP"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL18RAP"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL24"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL24"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"IL7R"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"IL7R"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"INPP4B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"INPP4B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ITGAE"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ITGAE"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ITM2A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ITM2A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ITPKB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ITPKB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KCNN4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KCNN4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KIF22"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KIF22"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KLRB1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KLRB1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KLRC2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KLRC2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KLRC3"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KLRC3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"FGFBP2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KSP37"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LAT"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LAT"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LCK"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LCK"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LDHB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LDHB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
