""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PSMB6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PSMB6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ATXN10"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ATXN10"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ATRX"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ATRX"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PAK2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PAK2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PRPF6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PRPF6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"IDI1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"IDI1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"UBR5"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"UBR5"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"EIF3G"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"EIF3G"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"DUSP6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"DUSP6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PDHB"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PDHB"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"NADK"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"NADK"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CYFIP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CYFIP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RNF11"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RNF11"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SPOP"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SPOP"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SEC62"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SEC62"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LARP4B"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LARP4B"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ERP44"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ERP44"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TUBB4B"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TUBB2C"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"NCOA6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"NCOA6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PPIG"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PPIG"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"UCP2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"UCP2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RSRP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"C1orf63"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TUBB"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TUBB"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PSMB8"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PSMB8"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ZMYND8"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ZMYND8"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PAIP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PAIP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"UQCRB"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"UQCRB"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"GLRX3"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"GLRX3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RAB5A"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RAB5A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SH3GLB1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SH3GLB1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"GLOD4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"GLOD4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"UBA3"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"UBA3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
