""	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"cell_ontology_id"	"pro_ontology_id"	"response_comp_orig_cnt"	"response_comp_cnt"	"subm_obs_id"	"uniq_obs_id"	"row_key"
""	"natural killer cell"	""	"young (<65 yo), elderly (>65 yo)"	""	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"7"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"6"	"72"	"26682988_6_72"
""	"natural killer cell"	""	"young (<65 yo), elderly (>65 yo)"	""	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"14"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"7"	"73"	"26682988_7_73"
""	"natural killer cell"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"8"	"74"	"26682988_8_74"
""	"natural killer cell"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"9"	"75"	"26682988_9_75"
""	"natural killer cell"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"up"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"10"	"76"	"26682988_10_76"
""	"natural killer cell"	""	"adults"	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"natural killer cell"	"cell type frequency"	"down"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	""	"1"	"1"	"11"	"77"	"26682988_11_77"
""	"natural killer cell & CD56++; natural killer cell & CD56++, CD16+"	""	"adults"	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD56++ NK cells; CD56++ CD16+ NK cells"	"cell type frequency"	"up"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	"PR:000001024"	"2"	"2"	"12"	"78"	"26682988_12_78"
""	"CD16-positive, CD56-dim natural killer cell, human & CD16++; natural killer cell"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD56dim CD16++ NK cells; Natural Killer cells"	"cell type frequency"	"up"	"1 vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5A&C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000939"	"PR:000001483"	"2"	"2"	"13"	"79"	"26682988_13_79"
""	"natural killer cell & CD56++; natural killer cell & CD56++, CD16+"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD56++ NK cells; CD56++ CD16+ NK cells"	"cell type frequency"	"down"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	"PR:000001024"	"2"	"2"	"14"	"80"	"26682988_14_80"
""	"monocyte"	""	"adults"	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"15"	"81"	"26682988_15_81"
""	"monocyte"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"16"	"82"	"26682988_16_82"
""	"monocyte"	""	"adults"	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"17"	"83"	"26682988_17_83"
""	"monocyte"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"18"	"84"	"26682988_18_84"
""	"monocyte"	""	"young (<65 yo), elderly (>65 yo)"	""	""	""	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"0"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"19"	"85"	"26682988_19_85"
""	"monocyte"	""	"young (<65 yo), elderly (>65 yo)"	""	""	""	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"1"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"20"	"86"	"26682988_20_86"
""	"monocyte"	""	"young (<65 yo), elderly (>65 yo)"	""	""	""	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"3"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"21"	"87"	"26682988_21_87"
""	"monocyte"	""	"young (<65 yo), elderly (>65 yo)"	""	""	""	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"7"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"22"	"88"	"26682988_22_88"
""	"monocyte"	""	"young (<65 yo), elderly (>65 yo)"	""	""	""	""	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes"	"cell type frequency"	"up"	"seniors vs adults"	"time of vaccination (first dose)"	"14"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0000576"	""	"1"	"1"	"23"	"89"	"26682988_23_89"
""	"CD14-positive, CD16-negative classical monocyte"	""	""	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD14+ CD16- monocytes"	"cell type frequency"	"down"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0002057"	""	"1"	"1"	"24"	"90"	"26682988_24_90"
""	"CD14-positive, CD16-positive monocyte"	""	""	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD14+ CD16+ monocytes"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0002397"	""	"1"	"1"	"25"	"91"	"26682988_25_91"
""	"natural killer cell & CD56++, CD16+"	""	""	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD56++ CD16+ natural killer (NK) cells"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig 5C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/figure/F5/"	""	"CL:0000623"	"PR:000001024, PR:000001483"	"1"	"1"	"26"	"92"	"26682988_26_92"
""	"CD14-low, CD16-positive monocyte & CD14-dim, CD16++"	""	""	""	"65"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD14dim CD16++ monocytes"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0002396"	"PR:000001889, PR:000001483"	"1"	"1"	"27"	"93"	"26682988_27_93"
""	"CD14-positive, CD16-negative classical monocyte"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD14+ CD16- monocytes"	"cell type frequency"	"up"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0002057"	""	"1"	"1"	"28"	"94"	"26682988_28_94"
""	"CD14-positive, CD16-positive monocyte"	""	""	"65"	""	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD14+ CD16+ monocytes"	"cell type frequency"	"down"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"Inactivated influenza vaccine"	"VO:0001176"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/"	"Fig S6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859820/#S15title"	""	"CL:0002397"	""	"1"	"1"	"29"	"95"	"26682988_29_95"
""	"activated CD4-positive, alpha-beta T cell"	""	"adults, seniors (25-40/60-79)"	"25"	"79"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"activated CD4+ T cells"	"cell type frequency"	"down"	"high vs low inositol phosphate metabolism"	"time of vaccination (first dose)"	"7"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711477/"	"Fig 7F"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711477/figure/F7/"	""	"CL:0000896"	""	"1"	"1"	"1"	"96"	"28502771_1_96"
""	"neutrophil"	""	"adults, seniors (25-40/60-79)"	"25"	"79"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"neutrophil"	"cell type frequency"	"down"	"high vs low inositol phosphate metabolism"	"time of vaccination (first dose)"	"3"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711477/"	"Fig 7F"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711477/figure/F7/"	""	"CL:0000775"	""	"1"	"1"	"2"	"97"	"28502771_2_97"
""	"CD4-positive, alpha-beta T cell & VZV antigen-reactive"	""	""	"52"	"75"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV antigen-reactive CD4 T cells"	"cell type frequency"	"up"	"8d vs 0d"	"time of vaccination (first dose)"	"8"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"27030598"	"2016"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/"	"text right before Fig 3, Fig 3a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/figure/F3/"	"Influence of vaccination on the CD4 T cell receptor repertoire of VZV-reactive cells"	"CL:0000624"	""	"1"	"1"	"1"	"98"	"27030598_1_98"
""	"CD4-positive, alpha-beta T cell & VZV antigen-reactive"	""	""	"52"	"75"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV antigen-reactive CD4 T cells"	"cell type frequency"	"up"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"27030598"	"2016"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/"	"text right before Fig 3, Fig 3a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/figure/F3/"	"Influence of vaccination on the CD4 T cell receptor repertoire of VZV-reactive cells"	"CL:0000624"	""	"1"	"1"	"2"	"99"	"27030598_2_99"
""	"CD4-positive, alpha-beta T cell & VZV antigen-reactive"	""	""	"52"	"75"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV antigen-reactive CD4 T cells"	"cell type frequency"	"up"	"28d vs 0d"	"time of vaccination (first dose)"	"28"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"27030598"	"2016"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/"	"text right before Fig 3, Fig 3a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878824/figure/F3/"	"Influence of vaccination on the CD4 T cell receptor repertoire of VZV-reactive cells"	"CL:0000624"	""	"1"	"1"	"3"	"100"	"27030598_3_100"
""	"leukocyte"	""	"infants (10 mo), subgoup males"	"4"	"11"	"months"	""	"blood"	"UBERON:0000178"	"white blood cell"	"cell type frequency"	"up"	"(MV + DTP) vs (MV and DTP separately)"	"time of vaccination (first dose)"	"28"	"days"	"Measles virus vaccine; Diphtheria-Tetanus-Pertussis vaccine"	"VO:0000654; VO:0000738"	""	"measles virus strain Edmonston-Zagreb; corynebacterium diphtheriae; clostridium tetani; human poliovirus 1; human poliovirus 2; human poliovirus 3"	""	""	""	""	"27436422"	"2016"	"https://academic.oup.com/cid/article/63/9/1213/2576500"	"Table 1"	"https://academic.oup.com/view-large/78928196"	""	"CL:0000738"	""	"1"	"1"	"1"	"101"	"27436422_1_101"
""	"lymphocyte"	""	"infants (10 mo), subgoup males"	"4"	"11"	"months"	""	"blood"	"UBERON:0000178"	"lymphocyte"	"cell type frequency"	"down"	"(MV + DTP) vs (MV and DTP separately)"	"time of vaccination (first dose)"	"28"	"days"	"Measles virus vaccine; Diphtheria-Tetanus-Pertussis vaccine"	"VO:0000654; VO:0000738"	""	"measles virus strain Edmonston-Zagreb; corynebacterium diphtheriae; clostridium tetani; human poliovirus 1; human poliovirus 2; human poliovirus 3"	""	""	""	""	"27436422"	"2016"	"https://academic.oup.com/cid/article/63/9/1213/2576500"	"Table 1"	"https://academic.oup.com/view-large/78928196"	""	"CL:0000542"	""	"1"	"1"	"2"	"102"	"27436422_2_102"
""	"plasmacytoid dendritic cell; natural killer cell & CD14-, CD19-, CD3-, CD107a+, K562 cells; natural killer cell & CD14-, CD19-, CD3-, IFNG+, K562 cells; natural killer cell & CD14-, CD19-, CD3-, TNF-a+, K562 cells"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"plasmacytoid dendritic cell; NK Cells (CD14-/CD19-/CD3-/NK/CD107A+/K562); NK Cells (CD14-/CD19-/CD3-/NK/IFNg+/K562); NK Cells (CD14-/CD19-/CD3-/NK/TNFa+/K562)"	"cell type frequency"	"up"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4g-i"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000784"	""	"4"	"4"	"1"	"103"	"28687661_1_103"
""	"natural killer cell & CD14-, CD20-, CD3-; natural killer cell & CD14-, CD20-, CD3-, NKGA2+; natural killer cell & CD14-, CD20-, CD3-, NKG2-A/B-activating NK receptor+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cells (CD14-/CD20-/CD3-/NK); NK cells (CD14-/CD20-/CD3-/NK/NKG2A+); NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4d-f"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000623"	"PR:000001889, PR:000001289, PR:000001020"	"3"	"3"	"2"	"104"	"28687661_2_104"
""	"B cell & CD3-, CD19+, CD20+, CD27+, IgD-, IgM-; CD4-positive, alpha-beta T cell & CD3+, CD28+; CD4-positive, alpha-beta T cell & CD3+, pKI-67+; CD8-positive, alpha-beta T cell & CD3+, CD28+; CD8-positive, alpha-beta T cell & CD3+, pKI-67+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"B cells CD3-/CD19+CD20+/IgD-IgM-/CD27+; T cells CD3+/CD4+/CD28+; T cells CD3+/CD4+/Ki67+; T cells CD3+/CD8+/CD28+; T cells CD3+/CD8+/Ki67+"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5d-h"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000236"	"PR:000001020, PR:000001002, PR:000001289, PR:000001963"	"5"	"5"	"3"	"105"	"28687661_3_105"
""	"CD14-positive monocyte; natural killer cell & CD14-, CD20-, CD3-, NKG2-A/B-activating NK receptor+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"Monocytes (CD14+); NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"cell type frequency"	"down"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4a, Fig 4f,"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0001054"	""	"2"	"2"	"4"	"106"	"28687661_4_106"
""	"CD4-positive, alpha-beta T cell & CD3+, pKI-67+; CD8-positive, alpha-beta T cell & CD3+, pKI-67+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"T cells CD3+/CD4+/Ki67+; T cells CD3+/CD8+/Ki67+"	"cell type frequency"	"down"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5f, Fig 5h"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000624"	"PR:000001020, PR:000029630"	"2"	"2"	"5"	"107"	"28687661_5_107"
