"","submission_name","submission_date","template_name","response_component","curation_date","cohort","age_min","age_max","age_units","number_subjects","tissue_type","tissue_type_term_id","response_component_original","is_model","response_behavior_type","response_behavior","comparison","baseline_time_event","time_point","time_point_units","exposure_material_id","additional_exposure_material","target_pathogen_taxonid","vaccine_year","adjuvant","route","scheduling","publication_reference_id","publication_reference_url","publication_date","signature_source","signature_source_url","comments","response_comp_orig_cnt","response_comp_cnt","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LRP3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LRP3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SHTN1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SHTN1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CST6","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CST6","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GREM1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GREM1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC31A2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC31A2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PDGFRB","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PDGFRB","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","RPS6KA1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","RPS6KA1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC17A5","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC17A5","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","G6PD","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","G6PD","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC44A1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC44A1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LIMS1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LIMS1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SPINK1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SPINK1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LRP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LRP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","NCEH1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","NCEH1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MPP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MPP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CYFIP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CYFIP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","RNF130","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","RNF130","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","RHOC","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","RHOC","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GSN","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GSN","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FAM20C","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FAM20C","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GLA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GLA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","DHRS9","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","DHRS9","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SDCBP","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SDCBP","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","DCSTAMP","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","DCSTAMP","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MFSD12","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MFSD12","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CST3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CST3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","NEK6","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","NEK6","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","HAVCR2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","HAVCR2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IL1RN","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IL1RN","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PLXDC2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PLXDC2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","DPYSL2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","DPYSL2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SERPINE1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SERPINE1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","RNASE1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","RNASE1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","KCNE3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","KCNE3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ZNF366","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ZNF366","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
